mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
533,1,0,0,0,Zoom,,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"".",10.304172,United States of America,2006-08-11,12506188,83.0,English,4.9,135,Family,Fantasy,Comedy,superhero,kids and family,
534,0,1,0,0,A Good Year,,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",16.782471,United States of America,2006-09-09,42064105,118.0,English,6.5,357,Comedy,Drama,Romance,provence,wine cellar,vineyard
535,0,1,0,0,Stolen,,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",16.830184,United States of America,2012-05-17,2106557,96.0,svenska,5.1,344,Action,Crime,Drama,taxi driver,thief,fbi agent
536,1,0,0,0,Playing for Keeps,,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,17.932561,United States of America,2012-11-29,0,106.0,English,5.4,240,Comedy,Romance,,mother,father son relationship,field
537,1,0,0,0,Mandela: Long Walk to Freedom,,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,15.50957,United Kingdom,2013-12-06,27330000,141.0,English,6.5,224,Drama,History,,prison,south africa,apartheid
538,1,0,0,0,Exit Wounds,http://www.exitwounds.net/,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,Canada,2001-03-13,79958599,101.0,Italiano,5.3,110,Action,Crime,Thriller,corruption,scandal,shadowing
539,1,0,0,0,The Darkest Hour,http://www.darkesthourmovie.com/,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,United States of America,2011-12-22,64626786,89.0,English,4.8,469,Horror,Action,Thriller,alien invasion,american abroad,moscow
540,0,0,0,1,Step Up Revolution,,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.775441,United States of America,2012-07-26,140470746,99.0,English,6.7,663,Music,Drama,Romance,flash mob,dance instructor,real estate development
541,0,0,0,1,Safe,http://www.safethefilm.com/,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,United States of America,2012-04-16,40346186,94.0,English,6.3,799,Action,Crime,Thriller,broken trachea,,
542,0,0,0,1,Elf,,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,United States of America,2003-10-09,173398518,97.0,English,6.4,987,Comedy,Family,Fantasy,holiday,elves,santa claus
543,1,1,0,0,Nacho Libre,http://www.nacholibre.com/,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,United States of America,2006-06-16,80197993,92.0,Español,5.6,359,Comedy,Family,,nun,sport,orphanage
544,1,0,0,0,Takers,http://www.whoarethetakers.com/,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",18.47242,United States of America,2010-08-26,69055695,107.0,English,6.0,394,Action,Crime,Drama,heist,,
545,0,1,0,0,"Big Mommas: Like Father, Like Son",http://www.bigmommaslikefatherlikeson.com/,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",15.901137,United States of America,2011-02-16,83615414,107.0,English,5.3,313,Crime,Comedy,Action,undercover,fbi,sequel
546,0,0,0,1,Alive,,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",14.48851,United States of America,1993-01-15,36733909,120.0,English,6.7,374,Action,Adventure,Drama,rugby,stranded,survival
547,0,0,1,0,Mr. Holland's Opus,,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.775294,United States of America,1995-12-29,106269971,137.0,English,6.9,113,Music,Drama,Family,composer,mentor,deaf-mute
548,0,0,0,1,Flight,http://www.paramount.com/flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",42.213765,United States of America,2012-11-02,161772375,138.0,English,6.5,2415,Drama,,,confession,airplane,f word
549,0,1,0,0,Arachnophobia,,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",15.895661,United States of America,1990-08-09,53208180,103.0,English,6.2,433,Comedy,Horror,,small town,outbreak,exterminator
550,0,1,0,0,Get Shorty,,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,United States of America,1995-10-20,115101622,105.0,English,6.4,302,Comedy,Thriller,Crime,gambling,miami,based on novel
551,1,0,0,0,Big Daddy,,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",34.86859,United States of America,1999-06-25,234801895,93.0,English,6.1,875,Comedy,Drama,,bachelor,law,vomit
552,0,0,1,0,Toy Story,http://toystory.disney.com/toy-story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",73.640445,United States of America,1995-10-30,373554033,81.0,English,7.7,5269,Animation,Comedy,Family,jealousy,toy,boy
553,0,0,0,1,The Vow,,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",26.780961,United States of America,2012-02-05,196114570,104.0,English,7.0,1293,Drama,Romance,,coma,amnesia,based on true story
554,0,0,1,0,Remember the Titans,http://movies.disney.com/remember-the-titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",25.996219,United States of America,2000-09-29,136706683,113.0,English,7.4,821,Drama,,,ku klux klan,american football,trainer
555,0,0,0,1,The Addams Family,,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,United States of America,1991-11-22,191502426,99.0,English,6.7,848,Horror,Comedy,Fantasy,dead wish,vampire,black humor
556,0,0,1,0,The Princess Diaries,,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",40.176265,United States of America,2001-08-03,165335153,115.0,English,6.5,1023,Comedy,Family,Romance,heir to the throne,grandmother granddaughter relationship,high school
557,1,0,0,0,The First Wives Club,,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",10.704596,United States of America,1996-09-20,116400000,102.0,English,6.5,166,Comedy,,,divorce,divorced woman,reunited friends
558,1,0,0,0,District 9,http://www.d-9.com/,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",63.13678,United States of America,2009-08-05,210819611,112.0,Afrikaans,7.3,3382,Science Fiction,,,slum,street gang,mutation
559,1,0,0,0,Mystic River,,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",31.242999,United States of America,2003-10-07,156822020,138.0,English,7.6,1422,Thriller,Crime,Drama,child abuse,sexual abuse,loss of child
560,1,0,0,0,Million Dollar Baby,http://www.milliondollarbaby-derfilm.de/,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",70.456012,United States of America,2004-12-15,216763646,132.0,English,7.7,2439,Drama,,,transporter,suicide attempt,strong woman
561,1,0,0,0,Rugrats in Paris: The Movie,,"The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump.",4.590277,Germany,2000-09-14,103,78.0,English,6.0,100,Adventure,Animation,Comedy,paris,invention,
562,1,0,0,0,Up in the Air,http://www.theupintheairmovie.com/,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",33.704181,United States of America,2009-09-05,163670000,109.0,English,6.7,1205,Drama,Romance,,suitcase,business,omaha
563,0,1,0,0,Bride Wars,http://www.bridewars.com,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,33.385429,United States of America,2009-01-09,114663461,89.0,English,5.9,856,Comedy,,,bride,friendship,engagement
564,1,0,0,0,The Nut Job,,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",18.568021,Canada,2014-01-17,0,85.0,English,5.5,319,Animation,Comedy,Family,squirrel,3d,
565,1,0,0,0,Blow,,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",28.350529,United States of America,2001-04-04,83282296,124.0,English,7.4,1317,Crime,Drama,,1970s,war on drugs,drug addiction
566,0,0,0,1,Star Trek V: The Final Frontier,,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,19.578249,United States of America,1989-06-09,70200000,107.0,English,5.6,376,Science Fiction,Action,Adventure,federation,starfleet,uss enterprise-a
567,1,0,0,0,P.S. I Love You,,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,29.489274,United States of America,2007-11-15,156835339,126.0,English,6.9,977,Drama,Romance,,job-hopping,irland,shoe seller
568,0,1,0,0,Atonement,,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",33.369305,United Kingdom,2007-08-29,129266061,123.0,English,7.4,1049,Drama,Romance,,based on novel,sister sister relationship,flirt
569,1,0,0,0,Letters to Juliet,http://www.letterstojuliet-movie.com/,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by a the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",16.52083,United States of America,2010-05-14,0,105.0,English,6.6,796,Comedy,Drama,Romance,italy,letter,romantic comedy
570,0,1,0,0,The Three Stooges,http://www.threestooges.com/movie/index.htm,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",14.585968,United States of America,2012-04-13,54819301,92.0,English,4.9,140,Comedy,,,duringcreditsstinger,,
571,0,0,1,0,Glory Road,,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",8.305085,United States of America,2006-01-13,42647449,118.0,English,7.2,144,Drama,,,basketball,racial segregation,teachers and students
572,0,0,0,1,The Age of Adaline,http://theageofadalinemovie.com,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",82.052056,United States of America,2015-04-16,65663276,112.0,English,7.4,1990,Fantasy,Drama,Romance,san francisco,immortality,love
573,0,0,0,1,30 Days of Night,http://www.30daysofnight.com/,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,New Zealand,2007-10-17,75505973,113.0,English,6.2,767,Horror,Thriller,,sunrise,winter,vampire
574,0,1,0,0,Meet the Spartans,http://www.meetthespartans.com/,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",10.608998,United States of America,2008-01-24,84646831,84.0,English,3.7,359,Comedy,,,fight,queen,penguin
575,1,0,0,0,Midnight Run,,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",12.821329,United States of America,1988-07-20,38413606,126.0,Český,7.2,238,Adventure,Comedy,Crime,crooked lawyer,bail jumper,mafia accountant
576,1,0,0,0,Carrie,http://www.carrie-movie.com,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",63.848541,United States of America,2013-10-16,82394288,100.0,English,5.8,1463,Drama,Horror,,terror,based on novel,power
577,1,0,0,0,9,,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",55.806402,United States of America,2009-08-19,48428063,79.0,English,6.6,1262,Action,Adventure,Animation,man vs machine,hope,post-apocalyptic
578,1,0,0,0,The Prince & Me,,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and has come to the US to quench his thirst for rebellion. Paige and Edward come from two different worlds, but there is an undeniable attraction between them.",17.943945,Czech Republic,2004-03-28,0,111.0,Dansk,5.9,278,Comedy,Romance,,secret identity,wisconsin,prince
579,0,0,1,0,Winnie the Pooh,http://disney.go.com/pooh/home/,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",19.143721,United States of America,2011-04-13,14460000,63.0,English,6.8,258,Animation,Family,,owl,tiger,aftercreditsstinger
580,1,0,0,0,Dumb and Dumberer: When Harry Met Lloyd,,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",15.67747,United States of America,2003-06-13,39267515,85.0,English,4.1,210,Comedy,,,skateboarding,adoption,friendship
581,0,1,0,0,Bulworth,,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,4.52363,United States of America,1998-05-15,29202884,108.0,English,6.3,66,Comedy,Drama,,mission of murder,politics,election campaign
582,1,0,0,0,Get on Up,,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,13.064264,United States of America,2014-08-01,31911598,139.0,English,6.4,158,Drama,Music,,biography,james brown,
583,1,0,0,0,The Next Three Days,http://www.thenextthreedaysmovie.com/index.html,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",34.421696,United States of America,2010-11-18,51148651,133.0,English,6.9,905,Romance,Drama,Thriller,evidence,passport,argument
584,0,0,0,1,Ultraviolet,http://www.sonypictures.com/movies/ultraviolet/,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",15.89534,United States of America,2006-03-03,31070211,87.0,English,4.8,458,Science Fiction,Action,Thriller,skyscraper,vampire,victim
585,0,1,0,0,Love & Other Drugs,http://www.loveandotherdrugsthemovie.com/,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",20.236951,United States of America,2010-11-22,102820008,112.0,English,6.6,1233,Drama,Comedy,Romance,male nudity,female nudity,letter
586,0,0,0,1,The Cave,,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",10.756266,Germany,2005-08-25,15007991,97.0,Český,5.1,202,Action,Adventure,Horror,fall,burned alive,violence
587,0,1,0,0,In Dreams,,"Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...",3.226243,United States of America,1999-01-15,0,100.0,English,5.4,44,Drama,Thriller,,based on novel,suicide attempt,dream
588,0,0,0,1,The Last Stand,http://www.thelaststandfilm.com,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",43.882857,United States of America,2013-01-12,0,107.0,English,5.7,1266,Action,Crime,Thriller,sheriff,small town,hostage
589,1,0,0,0,An Unfinished Life,http://www.miramax.com/anunfinishedlife/,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",6.353971,United States of America,2005-09-09,18618284,108.0,English,6.7,161,Drama,,,loss of son,sheriff,wyoming
590,1,0,0,0,The Imaginarium of Doctor Parnassus,http://doctorparnassus.com/,A traveling theater company gives its audience much more than they were expecting.,37.181019,Canada,2009-10-01,64352607,123.0,English,6.3,869,Adventure,Fantasy,Mystery,circus,immortality,elderly
591,1,0,0,0,Once Upon a Time in America,,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",49.336397,United States of America,1984-02-16,0,229.0,English,8.2,1069,Drama,Crime,,life and death,corruption,street gang
592,1,0,0,0,Dead Man Down,,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",29.647844,United States of America,2013-03-08,18074539,118.0,English,5.9,638,Thriller,Action,Crime,revenge,new york city,mysterious woman
593,0,1,0,0,The Boss,http://www.thebossfilm.com/,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",20.55509,United States of America,2016-04-07,78636257,91.0,English,5.5,431,Comedy,,,business woman,ex-con,duringcreditsstinger
594,1,0,0,0,Indiana Jones and the Temple of Doom,http://www.indianajones.com,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",66.976776,United States of America,1984-05-23,333000000,118.0,English,7.1,2781,Adventure,Action,,riddle,treasure,heart
595,1,0,0,0,The Rugrats Movie,,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",7.981116,United States of America,1998-11-20,100491683,79.0,English,5.7,147,Animation,Family,,brother brother relationship,baby,home
596,1,0,0,0,Along Came a Spider,,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",21.252797,Canada,2001-04-06,105178561,104.0,English,6.1,400,Crime,Mystery,Thriller,psychology,police operation,police
597,0,0,0,1,Florence Foster Jenkins,http://www.florencefosterjenkinsmovie.com/,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,United Kingdom,2016-05-06,48902953,110.0,English,6.6,392,Comedy,Drama,,opera,biography,singing false
598,0,1,0,0,Die Hard,,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",66.169628,United States of America,1988-07-15,140767956,131.0,English,7.5,3948,Action,Thriller,,helicopter,journalist,based on novel
599,1,0,1,0,Miracle,,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",7.534003,United States of America,2004-02-06,64445708,135.0,English,7.0,159,Drama,History,,olympic games,sport,ice hockey
600,1,0,0,0,Safe Haven,,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",37.729059,United States of America,2013-02-07,97594140,115.0,English,6.9,823,Romance,,,based on novel,small town,widower
601,0,0,1,0,Hocus Pocus,,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",18.650748,United States of America,1993-07-16,39514713,96.0,English,6.4,471,Comedy,Family,Fantasy,witch,halloween,salem
602,1,0,0,0,No Reservations,http://noreservationsmovie.warnerbros.com/,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",15.794946,Australia,2007-07-25,92601050,104.0,English,6.1,327,Comedy,,,italy,competition,loss of mother
603,1,0,0,1,30 Minutes or Less,http://30minutesorless.com/,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,United States of America,2011-08-11,40547440,83.0,English,5.6,531,Action,Adventure,Comedy,pizza delivery,adventure,pizza boy
604,0,0,1,0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,United States of America,2014-10-08,100654149,81.0,English,6.1,493,Family,Comedy,,based on novel,job interview,bad luck
605,1,0,0,0,3 Days to Kill,,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",41.638961,France,2014-02-14,52597999,113.0,English,6.0,883,Action,Drama,Thriller,retirement,secret service,illegal drugs
606,1,0,0,0,The Spy Next Door,,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",14.639324,United States of America,2010-01-15,45236543,94.0,English,5.5,345,Action,Comedy,Family,duringcreditsstinger,,
607,1,0,0,0,Brick Mansions,,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",25.520976,Canada,2014-04-22,68896829,90.0,English,5.7,615,Action,Crime,Drama,martial arts,atomic bomb,ghetto
608,1,0,0,0,My Sister's Keeper,http://www.mysisterskeepermovie.com/,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",24.09152,United States of America,2009-06-26,95714875,109.0,Hrvatski,7.1,598,Drama,,,parents kids relationship,sister sister relationship,court case
