mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
852,Because of Winn-Dixie,,"A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",3.334804,United States of America,2005-02-18,32645546,106.0,English,6.1,61,Comedy,Drama,Family,,,
857,Flicka,,"A headstrong 16 year old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope.",3.043589,United Kingdom,2006-10-20,21000000,95.0,English,6.1,52,Drama,,,horse,,
858,Tuck Everlasting,,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",4.115398,United States of America,2002-10-11,0,90.0,English,6.4,128,Fantasy,Drama,Science Fiction,,,
878,Cool Runnings,,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",22.409117,United States of America,1993-09-30,154864401,98.0,English,6.8,491,Comedy,,,winter,trainer,olympic games
882,White Fang,,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,13.13724,United States of America,1991-01-18,34793160,107.0,English,6.5,135,Action,Adventure,Drama,based on novel,gold,treasure
890,10 Things I Hate About You,,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",54.550275,United States of America,1999-03-30,53478166,97.0,English,7.3,1701,Comedy,Romance,Drama,shakespeare,sister,high school
917,The Muppet Christmas Carol,,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",15.085981,United States of America,1992-12-10,27281507,85.0,English,7.2,212,Comedy,Family,Fantasy,holiday,future,musical
918,The Fault in Our Stars,,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",74.358971,United States of America,2014-05-16,307166834,125.0,English,7.6,3759,Romance,Drama,,amsterdam,based on novel,support group
922,Aquamarine,http://www.aquamarinemovie.com/,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",16.931846,Australia,2006-03-03,23006849,104.0,English,5.8,364,Fantasy,Romance,Family,female friendship,mermaid,teenager
923,Max Keeble's Big Move,,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",1.081822,United States of America,2001-10-05,17292381,86.0,English,5.4,33,Comedy,Family,Fantasy,,,
937,High School Musical 3: Senior Year,http://disney.go.com/disneypictures/highschoolmusical3,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?",21.801188,United States of America,2008-10-22,0,116.0,English,6.2,821,Comedy,Drama,Family,musical,music,high school
950,The Mighty Ducks,,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",8.932837,United States of America,1992-10-01,50752337,101.0,English,6.4,198,Comedy,Family,,sports team,sport,ice hockey
952,Recess: School's Out,,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",5.699058,United States of America,2001-01-27,44460850,83.0,English,6.6,67,Science Fiction,Animation,Comedy,holiday,elementary school,friends
956,Pete's Dragon,http://movies.disney.com/petes-dragon-2016,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",31.974359,United States of America,2016-08-10,143695338,102.0,English,6.2,679,Adventure,Family,Fantasy,feral child,remake,dragon
974,Teacher's Pet,,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue",1.374409,United States of America,2004-01-16,0,74.0,English,5.5,2,Animation,Drama,Family,,,
975,The Straight Story,,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",15.280261,United States of America,1999-10-15,0,112.0,English,7.7,306,Drama,,,brother brother relationship,mississippi,wisconsin
1010,The Muppet Movie,,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",10.639916,United States of America,1979-05-31,76657000,97.0,English,7.0,164,Adventure,Comedy,Family,chicken,musical,frog
1012,The Sound of Music,,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,United States of America,1965-03-02,286214286,174.0,English,7.4,941,Drama,Family,Music,resistance,austria,world war ii
1013,Splash,,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",21.735068,United States of America,1984-03-09,69821334,111.0,English,6.1,321,Comedy,Fantasy,Romance,bachelor,mermaid,
1022,Prom,http://disney.go.com/disneypictures/prom/index.html#home,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",11.837067,United States of America,2011-04-29,10130000,104.0,English,5.7,134,Comedy,,,single parent,waitress,fountain
1051,High School Musical 2,http://www.disneychannel.com/highschoolmusical2,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",21.01755,United States of America,2007-08-17,7000000,104.0,English,6.1,843,Comedy,Drama,Family,musical,music,summer
1056,The Adventures of Huck Finn,,"Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave",2.163683,United States of America,1993-04-02,0,108.0,English,6.2,42,Action,Adventure,Drama,southern accent,wanted man,lynch mob
1064,Mary Poppins,,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",59.961523,United States of America,1964-08-27,102272727,139.0,English,7.4,1183,Comedy,Family,Fantasy,london england,dancing,parents kids relationship
1073,Bend It Like Beckham,http://www2.foxsearchlight.com/benditlikebeckham/,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",22.054546,India,2002-04-11,76578641,112.0,English,6.2,578,Comedy,Drama,Romance,london england,tradition,indian lead
1085,"20,000 Leagues Under the Sea",,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",9.358197,United States of America,1954-12-23,28200000,127.0,English,6.8,157,Adventure,Drama,Science Fiction,diving,ocean,submarine
1092,Doug's 1st Movie,,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,1.88484,United States of America,1999-03-26,0,77.0,English,5.4,22,Animation,Family,Comedy,journalism,dance,daydream
1125,High School Musical,http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",16.536374,United States of America,2006-01-20,0,98.0,English,6.1,1000,Comedy,Drama,Family,becoming an adult,musical,music
1148,Feast,http://www.feast-movie.com/,Patrons locked inside of a bar are forced to fight monsters.,8.825113,United States of America,2005-10-14,658573,95.0,English,6.1,160,Action,Comedy,Horror,monster,pub,duringcreditsstinger
1182,Fantasia,http://movies.disney.com/fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.875469,United States of America,1940-11-13,83320000,124.0,English,7.2,808,Animation,Family,Music,orchestra,classical music,musical segments
1246,Bambi,http://movies.disney.com/bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",47.651878,United States of America,1942-08-14,267447150,70.0,English,6.8,1405,Animation,Drama,Family,forest,coming of age,best friend
