mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
799,127 Hours,,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,52.464877,United Kingdom,2010-11-05,35692920,94.0,English,7.0,2606,Adventure,Drama,Thriller,mountains,despair,adventure
802,Getaway,http://www.getawaymovie.com/,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",16.520516,Bulgaria,2013-08-29,10501938,90.0,English,4.9,246,Action,Crime,,,,
803,And So It Goes,,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,9.633711,United States of America,2014-07-20,25312387,94.0,English,5.7,164,Comedy,Drama,Romance,grandfather granddaughter relationship,neighbor,wealthy
820,The Apparition,http://theapparition.warnerbros.com,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",6.385234,United States of America,2012-08-23,9627492,82.0,English,4.5,140,Horror,Thriller,,experiment,supernatural,paranormal
824,The Artist,http://www.warnerbros.fr/the-artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",29.943316,Belgium,2011-05-15,133432856,100.0,Français,7.3,1049,Drama,Comedy,Romance,film producer,film history,movie studio
827,The Master of Disguise,,"A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!",4.382761,United States of America,2002-08-02,0,80.0,English,3.7,78,Comedy,Family,,aftercreditsstinger,duringcreditsstinger,
832,The Cookout,,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.",0.830596,United States of America,2004-09-03,12,97.0,English,4.6,10,Comedy,Drama,,comedy,,
851,28 Weeks Later,,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",34.759855,Spain,2007-04-26,64238440,100.0,English,6.5,1197,Horror,Thriller,Science Fiction,london england,loss of mother,loss of family
866,The Love Letter,,20th century computer games designer Scott exchanges love letters with 19th century poet Elizabeth Whitcomb through an antique desk that can make letters travel through time.,0.116873,special,1998-02-01,0,98.0,special,4.7,3,Comedy,Drama,Fantasy,,,
868,Peeples,http://www.peeplesmovie.com/,The story follows what happens when a child psychologist surprises his girlfriend by showing up at her political family's annual get-together at their Sag Harbor vacation home only to find them desperately in need of therapy.,5.112809,United States of America,2013-05-09,0,95.0,English,5.6,26,Comedy,,,duringcreditsstinger,woman director,
876,Slumdog Millionaire,http://www.foxsearchlight.com/slumdogmillionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",59.258969,India,2008-05-12,377910544,120.0,Français,7.6,2827,Drama,Romance,,slum,indian lead,cheating
879,My Bloody Valentine,http://www.mybloodyvalentinein3d.com/,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",13.706357,United States of America,2009-01-16,100734718,101.0,English,5.3,299,Mystery,Horror,,sheriff,miner,delusion
880,The Spy Who Loved Me,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,27.17347,United Kingdom,1977-07-07,185438673,125.0,English,6.6,507,Adventure,Action,Thriller,london england,submarine,england
881,Good Deeds,http://www.gooddeedsmovie.com/index.html,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",4.448494,United States of America,2012-02-23,0,111.0,English,6.2,45,Comedy,Drama,Romance,african american,single mother,fiancé fiancée relationship
889,Black Swan,http://www.foxsearchlight.com/blackswan/,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,United States of America,2010-12-02,327803731,108.0,English,7.3,4430,Drama,Thriller,,dancing,competition,sex
894,Earth to Echo,,"After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",17.371327,United States of America,2014-06-14,45300000,89.0,English,5.7,290,Family,Adventure,Science Fiction,alien,found footage,
896,Light It Up,,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",1.212956,United States of America,1999-11-04,0,99.0,English,6.6,7,Drama,Thriller,,,,
901,Infamous,,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",3.680896,United States of America,2006-11-16,1151330,110.0,English,6.4,60,Drama,,,killing,death penalty,kansas
902,The Vatican Tapes,,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",10.475368,United States of America,2015-07-24,1784763,91.0,English,4.6,243,Thriller,Horror,,exorcism,anti-christ,exorcist
903,Attack the Block,http://attacktheblock.com/,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,30.952377,United Kingdom,2011-05-12,3964682,88.0,English,6.3,733,Action,Comedy,Science Fiction,street gang,fireworks,chase
906,I Love You Phillip Morris,,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",19.664699,United States of America,2009-01-18,10652035,98.0,English,6.4,503,Comedy,Drama,Romance,judge,small town,con man
912,Star Trek II: The Wrath of Khan,,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,22.434102,United States of America,1982-06-03,96800000,113.0,English,7.3,675,Action,Adventure,Science Fiction,uss enterprise,genesis,asteroid
924,Young Adult,http://www.youngadultmovie.com/,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",16.183746,United States of America,2011-12-16,22939027,94.0,English,5.6,364,Comedy,Drama,,jealousy,dark comedy,writer
927,Das Boot,http://www.dasboot.com,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",26.967494,Germany,1981-09-16,85000000,149.0,Deutsch,7.9,613,Action,Drama,History,terror,submarine,based on novel
934,Snatch,,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",53.595686,United Kingdom,2000-09-01,83557872,103.0,English,7.7,2912,Thriller,Crime,,gypsy,bare knuckle boxing,slang
948,Good Will Hunting,http://www.miramax.com/movie/good-will-hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,Canada,1997-12-05,225933435,126.0,English,7.9,2811,Drama,,,baseball,boston,professor
960,Rushmore,,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",18.289303,United States of America,1998-09-17,17096053,93.0,Français,7.5,676,Comedy,Drama,,private school,lone wolf,theatre play
964,Mud,,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,17.663353,United States of America,2013-05-01,21587700,130.0,English,7.0,1068,Drama,,,river,snake,arkansas
969,The Gift,https://www.facebook.com/GIFTmovie,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",27.247013,United States of America,2015-07-30,58978653,108.0,English,6.7,1049,Thriller,Mystery,,detective,stalker,gift
972,Cedar Rapids,http://www.foxsearchlight.com/cedarrapids/,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,10.254807,United States of America,2011-02-11,6861102,87.0,English,5.9,135,Comedy,,,hotel,infidelity,one-night stand
989,Melancholia,,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,36.173598,Denmark,2011-05-26,21817298,136.0,English,7.0,885,Drama,Science Fiction,,wedding reception,power outage,destruction of planet
990,Red Dog,http://www.reddogmovie.com/,Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,5.499412,Australia,2011-08-04,0,92.0,English,7.1,83,Drama,Comedy,Family,1970s,human animal relationship,australia
994,Child's Play,,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.",27.600843,United States of America,1988-11-08,44196684,87.0,English,6.3,581,Horror,Thriller,,gun,birthday,voodoo
997,Chasing Papi,,"Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",1.118511,United States of America,2003-04-16,6126237,80.0,English,6.3,16,Comedy,Romance,,woman director,,
1003,Crazy Heart,,"When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?",17.697042,United States of America,2009-12-16,39462438,112.0,English,6.8,274,Drama,Music,Romance,taxi,country music,journalist
1004,Election,,A high school teacher's personal life becomes complicated as he works with students during the school elections.,13.476596,United States of America,1999-04-23,0,99.0,English,6.7,270,Comedy,,,jealousy,infidelity,vandalism
1015,28 Days Later,,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",45.490374,United Kingdom,2002-10-31,82719885,113.0,Español,7.1,1777,Horror,Thriller,Science Fiction,london england,manchester city,submachine gun
1016,Escape from Alcatraz,,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",26.356697,United States of America,1979-06-22,43000000,111.0,English,7.2,561,Crime,Drama,,prison,based on novel,island
1019,Much Ado About Nothing,,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",10.19377,United Kingdom,1993-05-07,0,111.0,English,7.2,189,Drama,Comedy,Romance,shakespeare,bachelor,new love
1030,Code 46,,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",8.859657,United Kingdom,2003-09-02,0,92.0,English,6.2,116,Drama,Romance,Science Fiction,seattle,shanghai,future
1048,We Need to Talk About Kevin,http://kevin.oscilloscope.net/,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",21.276864,United Kingdom,2011-09-28,6038942,112.0,English,7.4,677,Drama,Thriller,,suburb,violence,killing spree
1059,The Messenger,http://www.themessengermovie.com/,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432401,United States of America,2009-11-13,1521261,113.0,English,7.1,119,Drama,History,,independent film,wounded,soldier
1081,Lights Out,http://www.lightsoutmovie.com/,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",48.170508,United States of America,2016-07-21,44107032,81.0,English,6.3,1129,Horror,Thriller,,suicide,darkness,basement
1082,Paranormal Activity 3,http://www.paranormalmovie.com/,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,United States of America,2011-10-19,205703818,83.0,English,5.9,669,Horror,,,witch,sister sister relationship,sequel
1083,Paranormal Activity 4,,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",20.326337,United States of America,2012-10-17,142817992,95.0,English,5.2,563,Horror,,,garage,poltergeist,webcam
1089,Oculus,,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,35.871248,United States of America,2013-09-08,44030246,104.0,English,6.3,1050,Horror,,,hallucination,supernatural,mirror
1100,No Escape,,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.006982,United States of America,2015-08-26,54418872,103.0,Français,6.7,777,Action,Thriller,,hotel,revolution,race against time
1116,Take Shelter,http://www.sonyclassics.com/takeshelter/,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",19.807295,United States of America,2011-11-25,3099314,120.0,English,7.1,471,Thriller,Drama,,shelter,end of the world,sanity
1120,Bound,,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",15.359952,United States of America,1996-09-13,7011317,108.0,English,6.9,198,Crime,Drama,Romance,prison,women's prison,suspense
1128,Night of the Living Dead,,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",25.666029,United States of America,1968-10-01,30000000,96.0,English,7.5,580,Horror,,,brother sister relationship,cemetery,gun
1133,Trust,http://www.trustmovie2011.com/,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",21.230737,United States of America,2010-09-10,120000,104.0,English,6.6,307,Crime,Drama,Thriller,rape,obsession,lie
1147,Adam,http://www.foxsearchlight.com/adam/,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",8.308442,United States of America,2009-07-29,2277396,99.0,English,6.9,150,Drama,Romance,,children's book,asperger's syndrome,electrical engineer
1149,Goldfinger,http://www.mgm.com/view/movie/760/Goldfinger/,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,United Kingdom,1964-09-17,124881062,110.0,普通话,7.2,987,Adventure,Action,Thriller,secret organization,secret intelligence service,nuclear radiation
1156,Before Midnight,,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,23.299907,Greece,2013-04-05,11176469,108.0,English,7.4,568,Romance,Drama,,hotel,airport,hotel room
1163,They Came Together,,A small business owner is about to lose her shop to a major corporate development.,12.036888,United States of America,2014-06-27,0,84.0,English,5.3,171,Comedy,,,,,
1173,Friday the 13th: The Final Chapter,,"After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! Has Jason finally met his match?",14.013414,United States of America,1984-04-13,32980880,91.0,English,5.9,237,Horror,Thriller,,lake,resurrection,morgue
1175,Hud,,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",6.82919,United States of America,1963-05-29,10000000,112.0,English,7.5,66,Action,Drama,Western,alcoholism,ranchers,rancher
1180,Robot & Frank,http://robotandfrank-film.com/,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",23.419061,United States of America,2012-08-16,3325038,85.0,English,6.8,450,Science Fiction,Comedy,Drama,friendship,robot,senior citizen
1192,Stonewall,https://twitter.com/Stonewall_Movie,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,United States of America,2015-09-18,187674,129.0,English,5.2,32,Drama,,,stonewall riot,,
1204,I Spit on Your Grave,,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",26.281839,United States of America,2010-06-17,572809,108.0,English,6.3,519,Thriller,Crime,Horror,rape,fondling,revenge
1205,The Conversation,,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",20.810292,United States of America,1974-04-07,4420000,113.0,English,7.5,372,Crime,Drama,Mystery,san francisco,paranoia,audio tape
1207,Waitress,,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",9.67299,United States of America,2007-05-25,22179430,108.0,English,6.7,129,Comedy,,,waitress,unwillingly pregnant,woman director
1220,Da Sweet Blood of Jesus,,A movie about human beings who are addicted to blood.,4.480579,United States of America,2014-06-22,0,123.0,English,4.1,13,Thriller,Comedy,Romance,,,
1227,Dr. No,http://www.mgm.com/#/our-titles/566/Dr.-No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",48.901542,Jamaica,1962-10-04,59600000,110.0,English,6.9,940,Adventure,Action,Thriller,london england,england,assassination
1247,Celeste & Jesse Forever,http://www.celesteandjesse.com,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?",9.436431,United States of America,2012-08-03,3094813,91.0,English,6.4,163,Comedy,Drama,Romance,relationship problems,male female relationship,divorce
1257,The Maid's Room,,"Drina, a young immigrant working as a live-in maid for a wealthy Long Island family, finds herself entangled in the family's web of dark secrets once she begins to suspect her employer's son has committed a terrible crime.",1.501688,United States of America,2014-08-08,0,98.0,English,4.8,4,Thriller,,,,,
1260,Open Water,,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",15.611857,United States of America,2004-08-06,54667954,79.0,English,5.4,315,Drama,Thriller,,diving,cataclysm,nightmare
1263,Bloody Sunday,,The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.,7.330691,Ireland,2002-01-16,773228,107.0,English,7.2,53,Action,Adventure,Drama,northern ireland,independent film,civil rights
1275,Mad Max,,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",33.142185,Australia,1979-04-12,100000000,93.0,English,6.6,1213,Adventure,Action,Thriller,chain,baby,bridge
1276,Middle of Nowhere,,'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,2.836537,United States of America,2012-10-12,0,101.0,English,6.6,7,Drama,,,prison,woman director,
1277,Cheap Thrills,,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.",10.826253,United States of America,2013-03-08,0,85.0,English,6.3,155,Drama,Comedy,Crime,suspense,mumblegore,
1279,The FP,,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution.""",0.838957,United States of America,2011-03-13,0,82.0,English,4.5,11,Comedy,,,,,
